stars,review
5.0 out of 5 stars,"









  
  
    
  We recently downgraded from cable to straight internet. With the Firestick it has been a very pleasant experience!!

  
"
2.0 out of 5 stars,"









  
  
    
  IT WORKS JUST LIKE THE MORE EXPENSIVE MODEL ----EXCEPT FOR THE LACK OF SOUND CONTROL  ----NOT GOOD !!!

  
"
5.0 out of 5 stars,"









  
  
    
  Got for my parents- only suing it so far on a later model 2016 television. They like it. So, cool.

  
"
4.0 out of 5 stars,"









  
  
    
  It is designed only for looking at movies.  It would not let me turn on unknown sources unless I installed an app that required it

  
"
1.0 out of 5 stars,"









  
  
    
  This is the second unit to go bad in less than a year. This one lasted 6 months. Time to buy a ROKU.

  
"
5.0 out of 5 stars,"









  
  
    
  Using it on my kitchen TV to stream Amazon, Netflix and YouTube.  Alexa has not misunderstood me yet.

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this product for my parents. They had one in their room, but it didn't want to connect with the internet.  I decided to buy another one for them.  They were happy that I bought it for them.

  
"
5.0 out of 5 stars,"









  
  
    
  Saving money,  no more cable

  
"
1.0 out of 5 stars,"









  
  
    
  Various stability problem, most commonly sound stops working until device is reset  It seems Amazon thinks that there is nothing wrong no matter how often you have to reset the device, as long as this works around the problem. 'New' device replaced twice so far

  
"
5.0 out of 5 stars,"









  
  
    
  Used it for living room tv. Easy setup. User interface is different but actually better than my other fire stick

  
"
5.0 out of 5 stars,"









  
  
    
  Love that able to connect to any tv and to get the apps that want on a tv that don’t get on the tv. Must have

  
"
5.0 out of 5 stars,"









  
  
    
  I have two older firesticks and this one is much faster than the others. It installed easily and quickly.

  
"
5.0 out of 5 stars,"









  
  
    
  The quality of this rocu is great. I would recommend to get this one instead of the basic one. The voice recognition is fantastic and easy to use. Being able to use the remote to control the TV is great.

  
"
1.0 out of 5 stars,"









  
  
    
  Remote broke in under 6 months, forced to either buy a new roku, wait for a back ordered remote on Rokus website, or gamble that a $10 off brand remote works... smh. Ultimately I’ll probably end up buying a brand new system which burns the wallet but less frustrating

  
"
3.0 out of 5 stars,"









  
  
    
  You have to be careful As this more powerfulModel may not be fully compatible with and older tv even though it has a USB port.  It would not work on my older Toshiba tv.  Error message not enough power.  It does work with a Newer model.  Seems to be sluggish on remote responses and have had to shut my tv off to get a response.  I don’t have a 4K tv so the older model would have suited me better.  Other than that it’s the same greatRoku.

  
"
2.0 out of 5 stars,"









  
  
    
  Moderate difficulty setting up as instructions are ambiguous.  Overheating of device due to excessive miniature footprint.  Extremely POOR phone tech support that only tries to sell additional software and services.  Tech support is only from 3rd party not Roku!

  
"
4.0 out of 5 stars,"









  
  
    
  Bought it for my daughter who was coming for an extended stay!  While she was home we learned how to use all the features.  It is a very nice product for the money. We did have several freezes with the stick but after restarting, good as new.  My daughter bought her own Roku to take with her when she left

  
"
5.0 out of 5 stars,"









  
  
    
  Roku is very easy to use.  I also have Firesticks on other TVs and did not have good luck on this particular TV. Not sure why, it is an LG and I was always having trouble with the Firestick freezing.  I have not had this trouble with the ROKU. It has been very good with all aspects of streaming.

  
"
5.0 out of 5 stars,"









  
  
    
  I've bought 3 and the set up was fast and easy. The remote works great on this model for TV and sound bar volume. Connects TV to my Tablo HD antenna DVR. Now I just pay for internet and a small fee for some streaming services. No more cable TV for me. My Tablo fills in my needs for local channels and about 30 more. Very happy with the Roku.

  
"
2.0 out of 5 stars,"









  
  
    
  Twice the remote has stopped working within the first few weeks requiring re-pairing.  A pain.  Unable to pause and resume programs easily.

  
"
5.0 out of 5 stars,"









  
  
    
  Use this in my spare bedroom and it works very well. Very pleased.

  
"
4.0 out of 5 stars,"









  
  
    
  This works great streaming from different services.  I wish it had a free web browsing app but it doesn't.  The voice recognition doesn't work with my masculine manly deep voice lol, so if it messes up, I use a higher pitched tone and it usually figures it out.  My wife thinks it is funny when I resort to that though.

  
"
2.0 out of 5 stars,"









  
  
    
  I could not get this device to recognize my 5GHz WiFi. With NO product support to help, I had to return it. I bought an Apple TV 4k which recognized the same WiFi and connected. ROKU needs to find a way to help people who need help. Currently you are on your own.

  
"
1.0 out of 5 stars,"









  
  
    
  DO NOT BUY THE STICK. I have purchased and owned every gen of roku products. This is the first time I bought the stick. It is junk. Reboots itself randomly. Won’t load Netflix or Apple TV most of the time. I don’t know how many time I have had to set this up from start or reset to factory settings. These are just terrible. Consider yourself warned. Don’t waste your money.

  
"
1.0 out of 5 stars,"









  
  
    
  Bought 2 units and the controllers- called many times to get support worked good for less then 30 days. Controller turned on tv- they nothing else- couldn’t get onto the networks of shows only volume worked and to turn tv- on and off- called many times for technical support and didn’t help. The 2 tv froze and didn’t work. Total crap service and very unhappy.

  
"
5.0 out of 5 stars,"









  
  
    
  We got a roku and a fire stick around the same time. We easily love the Roku more than the fire stick. Our fire stick blacks out, logs us out of all our apps, logs us out of the internet, all of this daily. Our Roku does not do that! I would easily buy the Roku again!!

  
"
4.0 out of 5 stars,"









  
  
    
  I prefer the Amazon Firestick interface hands down over this one.  The only problem with Firestick is the Spectrum TV app doesn't work with Firestick.  So I'm stuck with Roku.  It ok and works well.  I have no choice at this point.  Roku IS easier to do searches for channels.  I recommend but prefer the Amazon Firestick interface a bit better.

  
"
5.0 out of 5 stars,"









  
  
    
  I timely received this product.  I was having streaming issues with my regular Roku stick.  The Stick+ was the answer.  Better long range and WiFi connection.  Good processor on board the Stick+.  I have not had any more streaming issues since installing Stick+.  I cut the cord and use this to stream Internet video from subscribers with no problems.

  
"
4.0 out of 5 stars,"









  
  
    
  Fire is always giving low memory error. Roku is fine there. While I am glad there is now a mute button, it should be above the volume, not in the only area one can use to hold the device.

  
"
4.0 out of 5 stars,"









  
  
    
  We had a problem with it but after the cable company replace the router it streamed cable again.  It has to buffer occasionally which the live TV signal never did.  I suppose this thing is a good deal if you really like to stream content but I can watch everything I want at my desktop.

  
"
1.0 out of 5 stars,"









  
  
    
  Samsung 6200 does not detect the roku streaming stick +. Not sure why, but my guess is that the HDCP 2.2 on the streaming stick + is not compatible with the older HDMI on the TV.

  
"
1.0 out of 5 stars,"









  
  
    
  Seemed like it was going to be a great device....until they forced me to create an account and enter a credit card.  I couldn't even try it to see if I liked it.  Stupid.

  
"
4.0 out of 5 stars,"









  
  
    
  Works faster than the original fire stick. Used the voice control only once so far and it worked fine.

  
"
5.0 out of 5 stars,"









  
  
    
  I don’t use the Alexa voice feature but I’m really happy with my purchase and the extras I got with the fire stick. Easy to install, easy to use, awesome value for the money

  
"
4.0 out of 5 stars,"









  
  
    
  I am really enjoying my fire stick great investment. The price was unbelievable super great price.

  
"
5.0 out of 5 stars,"









  
  
    
  Easy to navigate. Voice recognition is amazing, you don't have to type in what you've looking for

  
"
5.0 out of 5 stars,"









  
  
    
  So much quicker and streams better than my previous firestick. I love the new home screen as well.

  
"
5.0 out of 5 stars,"









  
  
    
  Great for some Free Tv apps... canceled my cable because having the FireStick is more than enough

  
"
5.0 out of 5 stars,"









  
  
    
  This little item is incredible!! Makes streaming so simple! Wish I wouldn’t have waited so long to get one!

  
"
3.0 out of 5 stars,"









  
  
    
  Streaming quality is poor lots of glitches...after an update by firestick, quality is still poor!

  
"
5.0 out of 5 stars,"









  
  
    
  Love my fire tv lots of free shows to watch and u can even have it play ur Netflix or Hulu shows just say something like play family guy on Hulu and I let will.

  
"
5.0 out of 5 stars,"









  
  
    
  It was just what I needed for the bedroom TV since it was not a smart TV. Works well and the price was great.

  
"
3.0 out of 5 stars,"









  
  
    
  I had no idea that this remote would not operate the volume. With the voice remote it will turn out TV off and on but it will not turn the volume up or down.  Who wants multiple remotes?

  
"
5.0 out of 5 stars,"









  
  
    
  It's Great! It was easy to install and get connected. It's a great product. It's better than anything else I have used.

  
"
5.0 out of 5 stars,"









  
  
    
  We had an older version of the fire stick and this one is such an improvement! We love it! Works great!

  
"
5.0 out of 5 stars,"









  
  
    
  I travel a lot and stay at a lot of hotels. This is great for supplementing the hotel’s tv system. I can my my own shows.

  
"
5.0 out of 5 stars,"









  
  
    
  Works great, it just don't have volume control which you can do with your regular remote no biggie. Purchase for guest room so it great!

  
"
5.0 out of 5 stars,"









  
  
    
  I wasn’t sure this feature would work since I don’t have an Alexa, but it does. Happy with my fire stick lite.

  
"
2.0 out of 5 stars,"









  
  
    
  We like our fire stick but not the lite.  We have to unplug it between uses to get it to work.  It just seems cheap.  Will spend the extra money for better quality I guess.

  
"
5.0 out of 5 stars,"









  
  
    
  I had to repurchase a fire stick since my remote went missing and my internet changed. Great product.

  
"
5.0 out of 5 stars,"









  
  
    
  I have used Fire Stick for years and i love it.I just ordered 1 for my travel trailer and 2 for gifts

  
"
4.0 out of 5 stars,"









  
  
    
  This is just what I needed for my tv as it's not 4k non smart. Perfect solution. Was delivered on time

  
"
5.0 out of 5 stars,"









  
  
    
  This may be better than an Apple TV even if they were the same price at $50 its amazing. This is coming from a long time Apple TV fan who owns Apple TV, Firestick, Chrome cast & now Roku.

  
"
5.0 out of 5 stars,"









  
  
    
  This is our second one of this model, and third ROKU stick. Could not be happier. They just work. We have a sound bar on the main TV so we use the older 3600R unit for that as controlling the TV and the soundbar via the Roku remote is not really possible. No big deal. But the other 2 TVs, we only ever use the Roku remote now for everything. Highly recommended.

  
"
5.0 out of 5 stars,"









  
  
    
  So easy to install. Love watching all my shows and not having to pay that high cable bill.

  
"
5.0 out of 5 stars,"









  
  
    
  Just upgraded and love this new Roku!  It processes quickly, the picture quality is great, and the remote was super easy to program to my tv so I no longer need to use my cheap tv remote.

  
"
5.0 out of 5 stars,"









  
  
    
  These work great. Bought one for my bedroom and one for my husband's den. We love it. Really irked when they went on sale two days later for $20 cheaper than what we paid for each.

  
"
5.0 out of 5 stars,"









  
  
    
  It was so easy to set up.  Someone suggested I set up my Roku account first. After that all I had to do was plug the Roku into the tv. Then plug the Roku into a power source. Then it had to type in my internet security password. Then added channels. Roku walks you thru everything! Easiest thing I have ever done. Wish I had done this sooner. I have so much to watch, I don't know how I will ever see it all! I have cancelled Hulu,Netflix, and Amazon Prime.

  
"
3.0 out of 5 stars,"









  
  
    
  Battery drains super fast on the remote - like I need a new battery every 2 weeks.  Kinda sucks.  Otherwise, the device is pretty simple and works well enough.

  
"
5.0 out of 5 stars,"









  
  
    
  I got the Roku to try it out, I kept my satellite for the first 2 months I had the roku just to be sure i liked. We love the Roku, so many channels and shows to watch, easy to find and navigate and a hell of a lot cheaper than satellite. Have now canceled the satellite, dont miss it at all!!

  
"
1.0 out of 5 stars,"









  
  
    
  Returned this item because it requires you to enter a credit card number. I got this for streaming services that I have already purchased, I shouldn't have to enter a cc number.

  
"
1.0 out of 5 stars,"









  
  
    
  This piece of garbage makes me want to go back to paying the cable company $200.  At least its reliable and I dont need to type in passwords and go to websites to activate devices 3 times a day.Roku kept freezing and factory resetting on it's own.  Now I just get the screen saver.Only thing that still works is the remote to turn my tv on/off and adjust volume.

  
"
5.0 out of 5 stars,"









  
  
    
  This is the second identical Roku I've purchased, and it does live up to the expectations.  Took about 20 mins to hook up and get all of my apps programmed in.  Lots of free content too.

  
"
4.0 out of 5 stars,"









  
  
    
  I give this 4 stars because it wouldn't work without being plugged into my outlet. I have HDMI plugs on my t.v but it still had to be plugged in the outlet. Also doesn't work with my surround sound. Volume comes from t.v. only. Deciding on whether to return it at this time. Side note: Picture is clear and much better than when I had the Roku 3000x.

  
"
5.0 out of 5 stars,"









  
  
    
  I'm thrilled with this stick, it's streaming with no problems from a wifi connection my roku express wouldn't even detect at all, beyond that navigation is much, much faster and I love that the remote can turn the TV on/off and adjust volume, so I can actually put my TV remote away and just use this one.

  
"
5.0 out of 5 stars,"









  
  
    
  I love this thing. Setup was super fast, so easy to use it feels like I've been using it forever. My tv isn't a smart one but it is now! Voice search is cool and useful. I'm amazed that it programmed itself to the tv so the volume and power buttons on the roku remote operate it. If it had menu control it would be perfect. Feels like I got more than my money's worth so I def recommend it!

  
"
5.0 out of 5 stars,"









  
  
    
  This was a gift for my mother who absolutely loves it. She has not used the voice feature and does not have Alexa which is fine she has enough choices by using the remote. She is not as tech-savvy as some people, but this products works just fine for her. Would recommend for other less tech-savvy moms and dads it works great with very little instruction.

  
"
4.0 out of 5 stars,"









  
  
    
  Purchased this to use primarily with Youtube TV which we replaced cable with.  Compared to other devices we have on different TVs; the UI is a little slow to load the Youtube app and to get started streaming; but all in all for the price I would say this is very acceptable.

  
"
3.0 out of 5 stars,"









  
  
    
  Bought this in June of 2020, could not get to work on HD tv. It cost me 48.00 to get tech help to activate. Now every time we try to use we have to go through wi fi setup. Thought it might be too far away from router so moved it to another room. It still does not work half the time. Don’t waste your money on this one.

  
"
5.0 out of 5 stars,"









  
  
    
  Setup was a breeze and the usability is spectacularly easy. The wifi extender is useful and the always ON feature means the Roku is ready as quickly as your TV can turn on. Number of apps is pretty incredibly (haven't found an app to be missing that we wanted). The overall speed is great for a stick (no lag and loading apps is quick). Only minor note is there is no Amazon button, but cant fault a competitor for not applying a dedicated button for their app.

  
"
5.0 out of 5 stars,"









  
  
    
  I have not used the voice recognition yet or the Alexa integration, so I do not know about that. Alexa will know everything about you and what do they do with that information?

  
"
5.0 out of 5 stars,"









  
  
    
  This device does well at maintaining a connection over brief outages in the streamed data- unlike the Firestick which will dump the connection and force you to re-establish it.

  
"
5.0 out of 5 stars,"









  
  
    
  This remote is great for my mother in law, the TV volume and power buttons on the remote make it easy for her. If I give her two remotes to use she doesn’t understand with one does which, so this is great.

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this little guy mainly for the amazon music app, but I DO watch some other programs on it as well. Works great for me so far. I haven't had it long enough to notice any problems with it yet

  
"
5.0 out of 5 stars,"









  
  
    
  So far so good! I'm using PlayStation Vue for my live TV and love it! Quick and friendly user database. Love the Roku app and being able to use phone as remote. Had to unplug Roku once to reset remote but was quick. Sling TV offers $50 credit and I'm comparing that to PlayStation Vue and it's also good but not as many live local channels. Highly recommend this Roku Streaming Stick Plus. Arrived quickly and no damage. Easy to install as well.

  
"
5.0 out of 5 stars,"









  
  
    
  I had an Amazon Fire stick for a few years and it just quit working.  I decided to give this a try and love it!  I am kind of glad my fire stick bombed out. The Roku is easy to use.  5 stars from me.

  
"
2.0 out of 5 stars,"









  
  
    
  Since we’ve had this we have had to replace the batteries in the remote at a minimum of every 2-3 weeks. Not sure if we have a defective remote or what but it’s disappointing.

  
"
1.0 out of 5 stars,"









  
  
    
  Lasted a little more than a year (so I can't return it) -- will no longer recognize the remote (and yes, I rebooted it and changed batteries in the remote).  Extremely poor quality control.

  
"
5.0 out of 5 stars,"









  
  
    
  I bought the streaming stick + because we went from having cable in every room to using Roku. I have had the Roku Ultra in the living room for 2 years and love it. The Streaming Stick + has all of the picture and streaming quality of the Ultra, without the DVR, earbuds, and ability to plug in an USB drive. The streaming stick + can also only get a signal through wifi while the Ultra can get a hardwire internet connection. The $40 price difference for the same performance without the unnecessary options sold it for me. I love the voice remote and the choices for channels is amazing.

  
"
5.0 out of 5 stars,"









  
  
    
  I used this on an older LCD TV and it works great.  It maintains a strong wireless connection with no buffering.  I bought a new smart TV that buffers constantly and struggles to maintain a wireless connection at the same location in my house.  The ROKU interface is great and the remote is simple to use.

  
"
4.0 out of 5 stars,"









  
  
    
  I was liking the fact that I didn't have to manage a bunch of wires, but it turns out that the USB on my TV wouldn't power this, so I had to use the power adapter.  Other than that, it works very well and is about 50 feet from my modem, so that is a big plus.  I just wish one can turn it off and on so it doesn't have to be connected to wi-fi all day long.

  
"
5.0 out of 5 stars,"









  
  
    
  Got it for my mom because my brother and I already one so she could stream all her favorite services and find news she never knew about. She loves it.

  
"
5.0 out of 5 stars,"









  
  
    
  The “lite” version was less expensive than replacing the remote for the full version one I purchased a couple of months before and the dog decided to eat!

  
"
5.0 out of 5 stars,"









  
  
    
  Am now able to stream tv and save $ each month by ditching a cable box. Easy set up. Easy to use

  
"
5.0 out of 5 stars,"









  
  
    
  Love, love the option to use my voice and control my tv with this. I will buy more in the future!

  
"
5.0 out of 5 stars,"









  
    
  El empaque me vino en buen estado. Solo una pequeña arruga en la cajeta. Supongo no podemos exigir mucho del transporte jejeje. Yo lo probé directo del puerto de la tele, el sistema advierte que no da la suficiente carga para el óptimo funcionamiento del equipo. Pero lo he probado 2 días y no me ha dado ningún problema. Toma las bandas de frecuencia de 2.4 y 5 GHz. Por lo general contento. Gracias

  
  
"
5.0 out of 5 stars,"









  
  
    
  Full featured Fire Stick, just no TV controls, so I use the TV remote to turn on/off and volume.

  
"
5.0 out of 5 stars,"









  
  
    
  This lite version is perfect for my toddler’s room. We control the tv and volume so this is awesome.

  
"
4.0 out of 5 stars,"









  
    
  Buenos Alexa los primeros dias estaba funcionando bien, pero ahora lueo de una semana, ha estado lenta, es decir le pido algo y respodemo a los 2 o 3 minutos, no se que pasa porque el internet esta bien.

  
  
"
5.0 out of 5 stars,"









  
  
    
  I was able to select and launch the programs I wanted and used the other TV controller for sound.

  
"
5.0 out of 5 stars,"









  
  
    
  Was pretty easy to set up.  I haven't used many of the features yet but I like that it works with Alexa.

  
"
5.0 out of 5 stars,"









  
  
    
  I love this little device.  Having Alexa help with finding shows is great.  It has volume control.  The sites I can visit and enjoy seem endless.  Sorry I didn't try this sooner.

  
"
4.0 out of 5 stars,"









  
  
    
  Works ok, we don’t use the voice recognition. Got it for an older Vizio TV that wasn’t working well with Amazon Prime. This seemed to help.

  
"
5.0 out of 5 stars,"









  
  
    
  Had the original and wanted an upgrade. This was definitely better! Love the voice command too!

  
"
5.0 out of 5 stars,"









  
  
    
  Great product, recommendes to several family members who then also purchased them and love them.

  
"
4.0 out of 5 stars,"









  
  
    
  I am thrilled to say that my Amazon Fire Stick is up and running with no problems and complete ease of installation on my older lcd t.v.I am really enjoying the programming available to me and am going to take full advantage of it.so much fun!!

  
"
5.0 out of 5 stars,"









  
  
    
  My son talked me into to buying this and I was very hesitant bc I’m use to cable TV...... but I bought it anyway so I will say I love our fire stick... we have Disney + now so all my children are very happy and fire stick has all their apps... so very much satisfying and would highly recommend...

  
"
5.0 out of 5 stars,"









  
  
    
  I bought 2 fire sticks for my home. One, we use on the patio tv instead of cable, and the other for an older tv. They both work great with excellent stream quality.

  
"
1.0 out of 5 stars,"









  
  
    
  I returned the item to get the next level up as I wanted to be able to control my devices with 1 remote. The Lite version did not do this nor did the voice recognition work as expected.

  
"
5.0 out of 5 stars,"









  
  
    
  The Amazon Fire Stick TV offered a great way to access a variety of programming (some free, some with subscriptions required).  We recently dropped our cable TV and this offered a great way to access programming beyond the digital over the air we receive with the antenna.

  
"
5.0 out of 5 stars,"









  
  
    
  I wanted to replaced my old fire remote and ended up with new fire stick lite device and its works great

  
"
2.0 out of 5 stars,"









  
  
    
  the original firestick  is better than the lite  really wish that amazon would have a block button for prime  so that it cant be accidently added to the program  or at least put a code  so no one can order prime and you  get billed before  you even know it

  
"
5.0 out of 5 stars,"









  
  
    
  Cut the cord very long ago using a smart tv, I upped my content when I started using firestick.

  
"
5.0 out of 5 stars,"









  
  
    
  This was a great deal on the fire stick...idk why i hadnt purchased one before.  Easy setup and works great

  
"
5.0 out of 5 stars,"









  
  
    
  I like that this device is all in one, voice activated and able to stream anything you choose to download.

  
"
5.0 out of 5 stars,"









  
  
    
  This is my second Roku, I moved my first one (4years old) to a second TV and replaced it with this one on my main TV. Set up was easy, worked great with no issues. Would recommend it.

  
"
5.0 out of 5 stars,"









  
  
    
  What a breeze! Compared to our antiquated Chromecast (maybe 5 years old?) the Roku stick is amazingly easy to use. No need to have a smart phone, tablet, or computer nearby-just plug it in and once you set the stick up (you do need one of the aforementioned items for setup), you do not even need the TV remote to turn the set on/off.  An unknown added bonus was the button that takes you immediately to Direct TV Now.  Only had the stick for two days, but might go out on a limb to say I like it better than my Apple TV!

  
"
5.0 out of 5 stars,"









  
  
    
  Set up was a little challenging for middle aged couple. Please know that you still have to pay for Hulu and Netflix...only Amazon prime movies are free.

  
"
5.0 out of 5 stars,"









  
  
    
  This was my first Firestick, and I liked it so much,I bought 2,if you love old movies or TV shows, buy it!

  
"
5.0 out of 5 stars,"









  
  
    
  Glad I upgraded to the Fire Stick ""Lite"". Its faster than the older version I had with more clarity.

  
"
4.0 out of 5 stars,"









  
  
    
  Has very weak connectivity. It's only about five feet from my router and still loses connection.

  
"
5.0 out of 5 stars,"









  
    
  Estoy súper contenta con este fire tv no pensé q era tan bueno cuando lo pedí lo recomiendo ❤️👍🏻

  
  
"
3.0 out of 5 stars,"









  
  
    
  Product works great. The low star rating is because it doesn’t control the TV volume. Seems like a very basic feature that should be included.

  
"
2.0 out of 5 stars,"









  
  
    
  Yes its cheaper that the FireStick but why exclude volume control? Its 2021, if you have more than one remote for your TV, you're doing it wrong. I much prefer the real firestick and not a lite version that no one really asked for.

  
"
5.0 out of 5 stars,"









  
  
    
  I Cut the cable cord and love these sticks! Can use tv for power source so you don’t need wires hanging to outlets for mounted TVs, which is not the case with chromecast streaming devices!

  
"
1.0 out of 5 stars,"









  
  
    
  60 days after using it it started crashing when in standby mode. Now every time I want to use it I have to go up and unplug the device and plug it back in. 3 months later I still can't get Roku to RMA it.

  
"
1.0 out of 5 stars,"









  
  
    
  This thing starting overheating on day 1.  And the spot where I have it is not hot. Roku, you need to redesign this. I read your page about “what to do for overhearing stick”. Please, don’t make this my problem. Your other products don’t overheat. I’m sending this back.

  
"
1.0 out of 5 stars,"









  
  
    
  Had to go back to my Firestick.  Roku loses internet connection and/or locks up every 1-5 minutes, completely unusable. Older non-4k Roku works fine also.

  
"
5.0 out of 5 stars,"









  
  
    
  I've had the Apple TV for quite some time. I couldn't see the Live TV version of Hulu w/ my Apple TV 2nd generation - and had to upgrade to do so. After looking on the web and reading reviews, the Roku stood out as one of the best choices and at $80.00 less at that compare to the Apple TV 4th GEN. The set up was painless - programmed itself to control my TV - set up all it's internet connections itself, etc etc. I would buy this for my parents! ;-)

  
"
5.0 out of 5 stars,"









  
  
    
  This Roku stick if much better than my old Roku as it has the NON-line of sight remote so it is much more responsive and quick.. especially notice this when using SLING App.  Also love the volume on the remote and voice search is decent.  With the extra boost for WIFI signal we have had very few drop outs.  OVERALL... LOVE THIS NEW ROKU STICK!!!!!

  
"
5.0 out of 5 stars,"









  
  
    
  This picks up a wifi signal from a floor below and streams without a hitch.  Setup was fairly simple and it works perfectly.  My TV needed the HDMI dongle so ROKU sent me one quickly and free of charge.

  
"
2.0 out of 5 stars,"









  
  
    
  The streaming stick is great, but I can't give this whole thing a great score because my remote simply stopped working after falling about 1 foot in height. It was great for about two months.

  
"
5.0 out of 5 stars,"









  
  
    
  Worked great and easy to install. No issues so far. This is the 4th Roku device I have had. All of them still works fine except the earlier one I bought I can no longer make updates.

  
"
1.0 out of 5 stars,"









  
  
    
  Always have an issue with connecting to wireless network - and yes, all my other devices have to always connected fine, including the Amazon fire stick which always works to perfection.When I sent Rocco an email they told me to order an adapter which they shipped to me free of charge. Even with that still does not connect - I am going to give them away and get fire sticks from now on.

  
"
5.0 out of 5 stars,"









  
  
    
  This is my second Roku and I really like the 4k quality. I use it for most of my TV viewing. The video quality is fantastic. I use my Roku for watching my cable service with the Soectrum app. Great device

  
"
5.0 out of 5 stars,"









  
    
  A mi familia le encantó, nuestra smart TV ya no podía actualizar el software pero ahora con Roku tenemos acceso a todo el contenido muy fácilmente.

  
  
"
5.0 out of 5 stars,"









  
  
    
  I love being able to watch amazon prime/netflix/showtime/direct now/youtube through this little device. As of now I have officially retired my google chromecast :)

  
"
5.0 out of 5 stars,"









  
  
    
  I have 4 Roku sticks and never had a issue with any of them,easy to set up and use. 4K is a bonus

  
"
3.0 out of 5 stars,"









  
  
    
  I keep having to take the batteries out and replace them, and I do not mean replace the batteries. . The power button works but but nothing else does at those times.It makes no sense and frankly, the Roku support is not at all supportive. They are usually rude - if you can reach them.As soon as another company comes along I'm going with them.

  
"
5.0 out of 5 stars,"









  
  
    
  I love everything about this Roku! Setup was easy, it works great on my older LG 3D tv, that recently stopped support for HULU, prompting me to purchase(after reviewing the different Roku systems available, finding this one to suit my needs the best) this Roku, which now allows me not only access to HULU, but a host of other excellent stations. Worth every penny!

  
"
1.0 out of 5 stars,"









  
  
    
  It worked fine WHEN it works. I've only had this Roku for 2 months and had to replace the batteries twice. That's 3 sets of batteries because it came with a set and now the remote doesn't work at all. I contact Roku and they said they would send me another remote. Then in the next sentence they tell me the remote are on back order. Ugh!!! After ordering this Roku taken a month to find the best apps for me I canceled my DirecTV. Now I haven't been able to watch tv in 3 days because of a remote. SMH.

  
"
1.0 out of 5 stars,"









  
  
    
  Worst Roku I've ever had. The stick still has to be plugged in to a power source. It's grainy and very slow. Buffers all the time and my router/modem are right next to it. Loses volume and the remote quits working all the time. Apps have to deleted and reinstalled. I've had the original Roku, Roku plus, Roku 3 and Roku ultra. The stick is the biggest waste of money

  
"
1.0 out of 5 stars,"








  
  Your browser does not support HTML5 video.










  
    
   Voy a llamar haber si puedo enviar para la devolución  por q no me sirve para la tv de mi niño de 8 años, no entiendo como tiran podructos como ese, lo pedi por error pensando q eran igual q 2 de tengo con control.

  
  
"
3.0 out of 5 stars,"









  
  
    
  Having a few problems but it could be because the tv is an old one and not the fault of the fire stick - not sure

  
"
5.0 out of 5 stars,"









  
  
    
  Dont know about volume control but defintely great gift has voice recognition, alexa integration and tons of apps

  
"
5.0 out of 5 stars,"









  
    
  Me encantaaaaaa, lo mejor que eh comprado, mi tv no es smart y con este dispositivo puedo utilizarlo de muchas formas, amo el. Comando de voz de alexa hace todo mas fácil, gracias amazon!!

  
  
"
5.0 out of 5 stars,"









  
  
    
  Excellent technology. Much more advanced and compatible for good entertainment, home entertainment

  
"
5.0 out of 5 stars,"









  
  
    
  It's so wonderful!  We found an instructor on Youtube that taught all the important apps we could add to the fire stick!

  
"
4.0 out of 5 stars,"









  
  
    
  Easy to add to TV, but no instructions how to add to Denon Receiver and integrate with AT&T U-verse cable.  Easy integration and setup with U-verse internet. Cost an additional $50 for Geek Squad visit to troubleshoot and setup properly.I like the Toshiba FireTV a better purchase, but is more expensive

  
"
5.0 out of 5 stars,"









  
  
    
  I like the fire stick we have in the living room so much they ordered one for a bedroom. It is so easy to use and reliable. You cannot go wrong with this device.

  
"
5.0 out of 5 stars,"









  
  
    
  there is no volume control,  you have to use your TV remote to adjust the sound.  that's why it gets 1 star

  
"
5.0 out of 5 stars,"









  
  
    
  I just use the fire stick to enable my old TV to get my Prime and Netflix.  I am so grateful it works.

  
"
5.0 out of 5 stars,"









  
  
    
  Purchased to replace a 3 year old version that had quit working correctly. New version works great

  
"
5.0 out of 5 stars,"









  
  
    
  I upgraded from the first generation firestick so when I got this one, I was very happy with it. It’s way more seamless and easy to navigate and the voice feature is awesome!!!! I don’t even have cable/satellite as many people don’t, and I don’t miss it whatsoever. my old firestick was so slow compared to this one. I’m very happy I upgraded.

  
"
2.0 out of 5 stars,"









  
  
    
  Freeze a lot I don't recommend this lite version spend $10 more and get 4k which is much better

  
"
5.0 out of 5 stars,"









  
  
    
  I don't have an iphone so the Alexa feature is irrelevant. As a long-time cable subscriber, I am happy to find a quality streaming device to start a new adventure.

  
"
5.0 out of 5 stars,"









  
  
    
  This set up very easy.  Nice improvement over the former model, much faster.  Glad I upgraded.

  
"
4.0 out of 5 stars,"









  
  
    
  Still learning to use it, but so far I like it, will probably use it more come summer and reruns

  
"
5.0 out of 5 stars,"









  
  
    
  Product works perfectly, we didn't think the volume control was necessary so we bought the lite model and saves a couple dollars.I do recommend this in case you don't need the manual controls in the device control.

  
"
2.0 out of 5 stars,"









  
  
    
  My first firestick stopped working after 4 months. It was a gift so I ended up purchasing one since I liked it. I enjoy it when it works properly, but I constantly have to get up and unplug the stick from the TV because of sound issues. Im on the second replacement. It seems like a common issue of you look it up. Had my Roku stick for 2 years with no issues.

  
"
